"id","fqdn/ip","port","severity","finding","cve","cwe"
"clientsimulation-safari_154_osx_1231","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","datakairos.unif.fr/192.33.182.243","443","INFO","No connection","",""
"clientsimulation-java_8u161","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-java1102","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java1703","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_283","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.2 ECDHE-RSA-CHACHA20-POLY1305","",""
"clientsimulation-openssl_102e","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-openssl_110l","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-openssl_111d","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_303","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-thunderbird_91_9","datakairos.unif.fr/192.33.182.243","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","datakairos.unif.fr/192.33.182.243","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","datakairos.unif.fr/192.33.182.243","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","datakairos.unif.fr/192.33.182.243","443","INFO","100","",""
"protocol_support_score_weighted","datakairos.unif.fr/192.33.182.243","443","INFO","30","",""
"key_exchange_score","datakairos.unif.fr/192.33.182.243","443","INFO","90","",""
"key_exchange_score_weighted","datakairos.unif.fr/192.33.182.243","443","INFO","27","",""
"cipher_strength_score","datakairos.unif.fr/192.33.182.243","443","INFO","90","",""
"cipher_strength_score_weighted","datakairos.unif.fr/192.33.182.243","443","INFO","36","",""
"final_score","datakairos.unif.fr/192.33.182.243","443","INFO","93","",""
"overall_grade","datakairos.unif.fr/192.33.182.243","443","OK","A","",""
"grade_cap_reason_1","datakairos.unif.fr/192.33.182.243","443","INFO","Grade capped to A. HSTS is not offered","",""
